variant	af	filter-pvalue	lrt-pvalue	beta	beta-std-err	variant_h2	notes
group_1565	9.87E-01	4.17E-01	7.23E-01	8.71E-02	2.45E-01	2.87E-02	bad-chisq
scpA	9.87E-01	4.17E-01	5.91E-01	1.34E-01	2.50E-01	4.35E-02	bad-chisq
group_989	9.87E-01	1.25E-02	9.93E-02	-6.33E-01	3.82E-01	1.33E-01	bad-chisq
endA_2~~~endA~~~endA_1	9.87E-01	3.99E-01	9.32E-01	-3.48E-02	4.08E-01	6.90E-03	bad-chisq
citC	9.87E-01	4.17E-01	7.23E-01	8.71E-02	2.45E-01	2.87E-02	bad-chisq
oadA_2~~~oadA	9.87E-01	4.17E-01	7.23E-01	8.71E-02	2.45E-01	2.87E-02	bad-chisq
trmFO	9.87E-01	4.17E-01	7.23E-01	8.71E-02	2.45E-01	2.87E-02	bad-chisq
ggs	9.87E-01	1.25E-02	9.93E-02	-6.33E-01	3.82E-01	1.33E-01	bad-chisq
group_441	9.87E-01	3.99E-01	6.90E-01	-1.15E-01	2.88E-01	3.23E-02	bad-chisq
group_223	9.87E-01	1.25E-02	9.93E-02	-6.33E-01	3.82E-01	1.33E-01	bad-chisq
speC_1~~~seq_2	9.87E-01	4.17E-01	1.81E-01	4.59E-01	3.42E-01	1.08E-01	bad-chisq
group_1795	9.81E-01	7.20E-01	6.30E-01	1.94E-01	4.01E-01	3.90E-02	bad-chisq
group_1056	9.81E-01	7.20E-01	2.32E-01	3.62E-01	3.02E-01	9.66E-02	bad-chisq
group_877	9.81E-01	7.20E-01	6.30E-01	1.94E-01	4.01E-01	3.90E-02	bad-chisq
group_688	9.81E-01	8.66E-02	4.13E-01	-2.29E-01	2.80E-01	6.61E-02	bad-chisq
group_582	9.81E-01	7.20E-01	6.30E-01	1.94E-01	4.01E-01	3.90E-02	bad-chisq
licR_2~~~licR_1	9.81E-01	7.20E-01	6.30E-01	1.94E-01	4.01E-01	3.90E-02	bad-chisq
celB_2~~~chbC	9.81E-01	7.20E-01	6.30E-01	1.94E-01	4.01E-01	3.90E-02	bad-chisq
group_553	9.81E-01	7.20E-01	6.30E-01	1.94E-01	4.01E-01	3.90E-02	bad-chisq
group_513	9.81E-01	7.20E-01	6.30E-01	1.94E-01	4.01E-01	3.90E-02	bad-chisq
group_406	9.81E-01	2.15E-03	5.80E-02	-5.69E-01	2.98E-01	1.53E-01	bad-chisq
group_318	9.81E-01	2.15E-03	5.80E-02	-5.69E-01	2.98E-01	1.53E-01	bad-chisq
group_186	9.81E-01	7.20E-01	6.30E-01	1.94E-01	4.01E-01	3.90E-02	bad-chisq
group_161	9.81E-01	2.15E-03	6.86E-02	-5.83E-01	3.18E-01	1.47E-01	bad-chisq
group_136	9.81E-01	7.20E-01	6.30E-01	1.94E-01	4.01E-01	3.90E-02	bad-chisq
group_104	9.81E-01	3.19E-01	1.76E-01	4.73E-01	3.47E-01	1.09E-01	bad-chisq
group_1528	9.74E-01	1.74E-02	3.17E-01	-2.83E-01	2.82E-01	8.09E-02	bad-chisq
group_1045	9.74E-01	9.82E-01	2.47E-01	3.68E-01	3.17E-01	9.35E-02	bad-chisq
group_563	9.74E-01	1.74E-02	1.93E-01	-3.53E-01	2.70E-01	1.05E-01	bad-chisq
group_385	9.74E-01	1.74E-02	3.17E-01	-2.83E-01	2.82E-01	8.09E-02	bad-chisq
group_384	9.74E-01	1.74E-02	3.17E-01	-2.83E-01	2.82E-01	8.09E-02	bad-chisq
isdE	9.74E-01	1.74E-02	2.34E-01	-2.91E-01	2.44E-01	9.61E-02	bad-chisq
group_193	9.74E-01	1.74E-02	3.17E-01	-2.83E-01	2.82E-01	8.09E-02	bad-chisq
group_243	9.68E-01	8.11E-01	7.76E-01	4.72E-02	1.66E-01	2.30E-02	bad-chisq
group_1211	9.61E-01	1.55E-01	1.59E-01	2.65E-01	1.87E-01	1.14E-01	bad-chisq
group_1013	9.61E-01	6.09E-01	8.58E-01	3.99E-02	2.23E-01	1.44E-02	bad-chisq
group_980	9.61E-01	6.48E-01	6.26E-01	1.76E-01	3.61E-01	3.94E-02	bad-chisq
group_542	9.61E-01	6.09E-01	8.26E-01	-5.07E-02	2.30E-01	1.78E-02	bad-chisq
group_319	9.61E-01	6.09E-01	8.26E-01	-5.07E-02	2.30E-01	1.78E-02	bad-chisq
group_296	9.61E-01	6.09E-01	8.26E-01	-5.07E-02	2.30E-01	1.78E-02	bad-chisq
lacC_1~~~lacC_2	9.61E-01	1.39E-01	8.32E-01	-4.65E-02	2.20E-01	1.71E-02	bad-chisq
group_1985	9.55E-01	3.15E-03	7.35E-02	-4.89E-01	2.71E-01	1.44E-01	bad-chisq
group_1799	9.55E-01	5.20E-01	3.43E-01	2.23E-01	2.34E-01	7.67E-02	bad-chisq
group_1120	9.55E-01	3.15E-03	7.35E-02	-4.89E-01	2.71E-01	1.44E-01	bad-chisq
group_1077	9.55E-01	3.15E-03	7.35E-02	-4.89E-01	2.71E-01	1.44E-01	bad-chisq
group_1053	9.55E-01	3.15E-03	9.92E-02	-4.08E-01	2.46E-01	1.33E-01	bad-chisq
group_1047	9.55E-01	7.99E-01	7.27E-01	-1.03E-01	2.96E-01	2.82E-02	bad-chisq
group_637	9.55E-01	3.15E-03	7.35E-02	-4.89E-01	2.71E-01	1.44E-01	bad-chisq
group_484	9.48E-01	1.03E-02	2.81E-01	-2.85E-01	2.64E-01	8.72E-02	bad-chisq
group_254	9.48E-01	4.17E-01	5.78E-01	1.89E-01	3.40E-01	4.50E-02	bad-chisq
cas2_2	9.42E-01	2.57E-02	5.84E-01	-1.30E-01	2.37E-01	4.43E-02	bad-chisq
hisZ	9.42E-01	5.26E-01	8.02E-01	-5.93E-02	2.36E-01	2.03E-02	
group_973	9.42E-01	2.57E-02	5.84E-01	-1.30E-01	2.37E-01	4.43E-02	bad-chisq
group_813	9.42E-01	5.83E-08	1.29E-01	-5.35E-01	3.51E-01	1.22E-01	bad-chisq
cas1~~~cas1_1~~~cas1_2~~~cas11~~~cas1_3	9.42E-01	2.57E-02	5.84E-01	-1.30E-01	2.37E-01	4.43E-02	bad-chisq
group_571	9.42E-01	2.57E-02	5.84E-01	-1.30E-01	2.37E-01	4.43E-02	bad-chisq
group_570	9.42E-01	2.57E-02	5.84E-01	-1.30E-01	2.37E-01	4.43E-02	bad-chisq
group_548	9.42E-01	2.57E-02	3.54E-01	-1.70E-01	1.82E-01	7.49E-02	bad-chisq
ispE_2~~~ispE	9.42E-01	8.69E-01	7.07E-01	9.10E-02	2.42E-01	3.04E-02	
group_145	9.42E-01	2.57E-02	5.84E-01	-1.30E-01	2.37E-01	4.43E-02	bad-chisq
hasB~~~ugd_2~~~ugd_3	9.35E-01	7.31E-01	2.38E-01	2.98E-01	2.51E-01	9.53E-02	
group_995	9.35E-01	9.64E-09	4.35E-02	-6.43E-01	3.16E-01	1.62E-01	bad-chisq
group_766	9.35E-01	7.00E-03	2.26E-01	-2.33E-01	1.92E-01	9.79E-02	
galU_1~~~galU_2	9.35E-01	7.31E-01	2.38E-01	2.98E-01	2.51E-01	9.53E-02	
group_517	9.35E-01	7.00E-03	2.26E-01	-2.33E-01	1.92E-01	9.79E-02	
lafA	9.29E-01	3.43E-01	7.37E-01	-7.49E-02	2.23E-01	2.71E-02	
group_554	9.29E-01	3.43E-01	6.39E-01	-9.76E-02	2.07E-01	3.80E-02	
icaA~~~pgaC~~~arnC	9.29E-01	8.25E-01	5.68E-01	1.27E-01	2.22E-01	4.62E-02	
group_988	9.23E-01	1.50E-01	3.79E-01	-1.84E-01	2.09E-01	7.12E-02	
group_704	9.16E-01	5.81E-02	9.27E-01	1.45E-02	1.59E-01	7.37E-03	
group_2207	9.03E-01	6.34E-03	1.15E-01	-2.85E-01	1.80E-01	1.27E-01	
group_1097	9.03E-01	6.34E-03	6.91E-01	6.01E-02	1.51E-01	3.22E-02	
group_174	9.03E-01	3.92E-09	4.94E-02	-4.57E-01	2.31E-01	1.58E-01	
seq~~~seq_1~~~seq_3~~~seq_2	8.97E-01	1.40E-05	4.89E-01	-1.44E-01	2.08E-01	5.60E-02	
group_1054	8.90E-01	2.74E-01	6.62E-01	-9.51E-02	2.17E-01	3.54E-02	
group_1018	8.90E-01	4.92E-04	5.21E-02	-4.10E-01	2.09E-01	1.56E-01	
group_579	8.90E-01	2.74E-01	6.62E-01	-9.51E-02	2.17E-01	3.54E-02	
group_200	8.90E-01	2.74E-01	6.62E-01	-9.51E-02	2.17E-01	3.54E-02	
group_2004	8.84E-01	6.82E-10	1.94E-02	-4.62E-01	1.95E-01	1.88E-01	
group_1972	8.84E-01	6.82E-10	1.94E-02	-4.62E-01	1.95E-01	1.88E-01	
rcsC_1	8.84E-01	6.82E-10	1.94E-02	-4.62E-01	1.95E-01	1.88E-01	
adeR	8.84E-01	6.82E-10	1.94E-02	-4.62E-01	1.95E-01	1.88E-01	
group_1366	8.84E-01	6.82E-10	1.94E-02	-4.62E-01	1.95E-01	1.88E-01	
group_1357	8.84E-01	6.82E-10	1.94E-02	-4.62E-01	1.95E-01	1.88E-01	
group_1014	8.84E-01	6.82E-10	1.94E-02	-4.62E-01	1.95E-01	1.88E-01	
group_1003	8.84E-01	6.82E-10	1.94E-02	-4.62E-01	1.95E-01	1.88E-01	
group_787	8.84E-01	6.82E-10	1.94E-02	-4.62E-01	1.95E-01	1.88E-01	
group_721	8.84E-01	6.82E-10	1.94E-02	-4.62E-01	1.95E-01	1.88E-01	
group_455	8.84E-01	6.82E-10	1.94E-02	-4.62E-01	1.95E-01	1.88E-01	
group_425	8.84E-01	6.82E-10	1.94E-02	-4.62E-01	1.95E-01	1.88E-01	
srtA	8.84E-01	6.82E-10	1.94E-02	-4.62E-01	1.95E-01	1.88E-01	
group_338	8.84E-01	6.82E-10	1.94E-02	-4.62E-01	1.95E-01	1.88E-01	
group_1004	8.77E-01	1.07E-10	9.15E-03	-4.82E-01	1.83E-01	2.09E-01	
group_920	8.77E-01	3.91E-09	5.71E-02	-3.76E-01	1.96E-01	1.53E-01	
group_412	8.77E-01	3.91E-09	7.43E-02	-3.41E-01	1.90E-01	1.44E-01	
group_1363	8.58E-01	1.63E-01	8.62E-01	3.25E-02	1.87E-01	1.40E-02	
group_1104	8.58E-01	1.63E-01	8.62E-01	3.25E-02	1.87E-01	1.40E-02	
rhaR_2	8.58E-01	1.63E-01	8.62E-01	3.25E-02	1.87E-01	1.40E-02	
group_220	8.58E-01	1.63E-01	8.62E-01	3.25E-02	1.87E-01	1.40E-02	
group_738	8.52E-01	2.15E-01	7.39E-01	5.48E-02	1.64E-01	2.69E-02	
cas2_1	8.32E-01	1.63E-05	9.73E-01	-6.07E-03	1.78E-01	2.76E-03	
cas1_2~~~cas1_1	8.32E-01	1.63E-05	9.73E-01	-6.07E-03	1.78E-01	2.76E-03	
cas9~~~cas9_2~~~cas9_1	8.32E-01	1.63E-05	9.73E-01	-6.07E-03	1.78E-01	2.76E-03	
csn2	8.32E-01	1.63E-05	9.73E-01	-6.07E-03	1.78E-01	2.76E-03	
group_1093	8.26E-01	9.61E-02	4.56E-01	1.33E-01	1.78E-01	6.03E-02	
group_1183	8.19E-01	1.27E-02	5.93E-01	-9.05E-02	1.69E-01	4.33E-02	
group_1161	8.19E-01	4.47E-02	9.79E-01	-4.46E-03	1.73E-01	2.09E-03	
group_580	8.19E-01	3.00E-01	5.14E-01	1.22E-01	1.86E-01	5.28E-02	
lexA	8.13E-01	6.25E-02	7.35E-01	3.49E-02	1.03E-01	2.74E-02	
group_1051	8.13E-01	4.91E-02	2.57E-01	9.32E-02	8.20E-02	9.15E-02	
group_1069	8.06E-01	7.63E-03	6.30E-01	8.30E-02	1.72E-01	3.90E-02	
group_1160	7.87E-01	4.83E-05	3.65E-01	-8.15E-02	8.98E-02	7.32E-02	
group_1122	7.87E-01	2.51E-02	4.01E-01	-8.42E-02	1.00E-01	6.79E-02	
group_1165	7.68E-01	9.39E-01	2.34E-01	9.69E-02	8.12E-02	9.61E-02	
group_647	7.68E-01	3.36E-01	5.57E-01	1.03E-01	1.74E-01	4.75E-02	
group_1048	7.61E-01	1.74E-07	2.18E-01	-2.03E-01	1.64E-01	9.94E-02	
group_991	7.61E-01	1.37E-05	9.60E-01	8.80E-03	1.77E-01	4.02E-03	
nisB	7.61E-01	6.20E-11	8.36E-03	-4.73E-01	1.77E-01	2.11E-01	
group_503	7.61E-01	6.20E-11	8.36E-03	-4.73E-01	1.77E-01	2.11E-01	
group_465	7.61E-01	2.00E-01	9.48E-01	-7.02E-03	1.08E-01	5.25E-03	
group_1250	7.55E-01	1.10E-01	2.88E-01	9.88E-02	9.27E-02	8.59E-02	
group_775	7.55E-01	3.53E-06	2.23E-01	-1.36E-01	1.11E-01	9.85E-02	
group_1029	7.48E-01	2.94E-01	8.57E-01	1.97E-02	1.09E-01	1.46E-02	
group_669	7.35E-01	2.54E-05	6.23E-01	-9.07E-02	1.84E-01	3.98E-02	
smc_1~~~emm5~~~smc_2~~~emm6~~~arp4~~~smc_3	7.29E-01	4.86E-03	4.63E-01	1.24E-01	1.68E-01	5.94E-02	
group_1964	7.29E-01	6.91E-06	3.08E-01	-1.96E-01	1.91E-01	8.25E-02	
group_646	7.29E-01	1.20E-01	9.35E-01	6.02E-03	7.40E-02	6.58E-03	
group_51	7.29E-01	6.91E-06	3.08E-01	-1.39E-01	1.36E-01	8.24E-02	
group_1290	7.23E-01	1.77E-06	3.56E-01	-9.34E-02	1.01E-01	7.47E-02	
group_1166	7.23E-01	7.08E-03	8.03E-01	2.31E-02	9.25E-02	2.02E-02	
group_1159	7.23E-01	2.04E-07	2.37E-01	-1.22E-01	1.03E-01	9.56E-02	
group_1308	7.16E-01	2.82E-03	8.09E-01	-2.20E-02	9.08E-02	1.96E-02	
group_1307	7.16E-01	2.82E-03	8.09E-01	-2.20E-02	9.08E-02	1.96E-02	
group_1298	7.16E-01	2.82E-03	9.87E-01	1.46E-03	9.23E-02	1.28E-03	
group_1130	7.16E-01	2.82E-03	8.09E-01	-2.20E-02	9.08E-02	1.96E-02	
group_1099	7.16E-01	2.82E-03	9.87E-01	1.46E-03	9.23E-02	1.28E-03	
group_1021	7.16E-01	2.82E-03	6.52E-01	-4.07E-02	9.01E-02	3.65E-02	
group_982	7.16E-01	4.46E-08	5.63E-02	-1.88E-01	9.79E-02	1.54E-01	
group_1279	7.10E-01	9.59E-08	7.84E-02	-1.68E-01	9.47E-02	1.42E-01	
group_1256	7.10E-01	4.10E-02	3.09E-01	1.05E-01	1.03E-01	8.22E-02	
group_250	7.10E-01	1.41E-02	8.24E-01	-2.52E-02	1.13E-01	1.80E-02	
group_1206	7.03E-01	3.64E-04	9.61E-01	-5.84E-03	1.18E-01	3.99E-03	
group_1247	6.97E-01	2.08E-05	7.04E-01	-4.00E-02	1.05E-01	3.07E-02	
group_722	6.97E-01	8.51E-03	4.14E-01	7.45E-02	9.10E-02	6.60E-02	
group_476	6.97E-01	1.58E-01	4.91E-01	6.87E-02	9.95E-02	5.57E-02	
group_63	6.97E-01	3.23E-10	6.11E-03	-3.65E-01	1.31E-01	2.19E-01	
group_1291	6.90E-01	9.06E-09	1.40E-02	-2.40E-01	9.67E-02	1.97E-01	
group_1202	6.90E-01	1.18E-02	5.69E-01	-1.07E-01	1.88E-01	4.61E-02	
group_1157	6.90E-01	9.11E-08	1.00E-02	-2.19E-01	8.39E-02	2.06E-01	
group_1139	6.90E-01	9.11E-08	7.12E-02	-1.74E-01	9.56E-02	1.45E-01	
group_984	6.90E-01	1.92E-01	5.74E-02	2.64E-01	1.38E-01	1.53E-01	
group_1885	6.84E-01	5.02E-03	6.24E-01	4.59E-02	9.34E-02	3.97E-02	
group_1607	6.84E-01	5.02E-03	6.24E-01	4.59E-02	9.34E-02	3.97E-02	
group_1526	6.84E-01	1.95E-08	2.20E-02	-2.17E-01	9.36E-02	1.84E-01	
speC_1	6.84E-01	1.02E-05	4.09E-01	-6.79E-02	8.19E-02	6.68E-02	
group_1233	6.84E-01	1.02E-05	4.09E-01	-6.79E-02	8.19E-02	6.68E-02	
group_1039	6.84E-01	5.02E-03	6.24E-01	4.59E-02	9.34E-02	3.97E-02	
group_1020	6.84E-01	5.02E-03	6.24E-01	4.59E-02	9.34E-02	3.97E-02	
group_835	6.84E-01	5.02E-03	6.24E-01	4.59E-02	9.34E-02	3.97E-02	
group_815	6.84E-01	5.02E-03	6.24E-01	4.59E-02	9.34E-02	3.97E-02	
group_745	6.84E-01	1.58E-02	9.24E-01	8.01E-03	8.43E-02	7.68E-03	
group_670	6.84E-01	5.02E-03	6.24E-01	4.59E-02	9.34E-02	3.97E-02	
group_540	6.84E-01	5.02E-03	6.24E-01	4.59E-02	9.34E-02	3.97E-02	
group_438	6.84E-01	5.02E-03	6.24E-01	4.59E-02	9.34E-02	3.97E-02	
group_290	6.84E-01	5.02E-03	6.24E-01	4.59E-02	9.34E-02	3.97E-02	
group_89	6.84E-01	5.02E-03	6.24E-01	4.59E-02	9.34E-02	3.97E-02	
group_1332	6.77E-01	1.99E-03	6.73E-01	5.07E-02	1.20E-01	3.42E-02	
group_1143	6.77E-01	3.59E-07	1.69E-01	-1.40E-01	1.01E-01	1.11E-01	
group_1084	6.77E-01	1.99E-03	7.98E-01	2.42E-02	9.45E-02	2.07E-02	
group_879	6.77E-01	3.59E-07	1.69E-01	-1.40E-01	1.01E-01	1.11E-01	
group_673	6.77E-01	4.05E-08	8.29E-02	-1.88E-01	1.08E-01	1.40E-01	
group_671	6.77E-01	1.99E-03	7.98E-01	2.42E-02	9.45E-02	2.07E-02	
group_577	6.77E-01	1.99E-03	2.84E-01	2.06E-01	1.92E-01	8.65E-02	
group_569	6.77E-01	7.08E-03	5.62E-01	5.28E-02	9.08E-02	4.69E-02	
group_481	6.77E-01	7.08E-03	4.36E-01	7.16E-02	9.17E-02	6.30E-02	
group_90	6.77E-01	7.08E-03	5.62E-01	5.28E-02	9.08E-02	4.69E-02	
group_2090	6.71E-01	8.17E-08	1.36E-01	-1.65E-01	1.10E-01	1.20E-01	
group_1806	6.71E-01	6.83E-07	2.15E-01	-1.22E-01	9.78E-02	1.00E-01	
group_881	6.71E-01	6.83E-07	2.55E-01	-1.17E-01	1.03E-01	9.21E-02	
group_447	6.71E-01	3.03E-05	4.98E-01	-1.66E-01	2.45E-01	5.48E-02	
group_1268	6.65E-01	5.03E-05	7.51E-01	3.34E-02	1.05E-01	2.57E-02	
group_1205	6.65E-01	2.54E-04	5.35E-01	-5.56E-02	8.93E-02	5.02E-02	
group_1152	6.65E-01	2.54E-04	5.35E-01	-5.56E-02	8.93E-02	5.02E-02	
group_951	6.65E-01	5.03E-05	1.94E-02	-2.09E-01	8.84E-02	1.88E-01	
group_928	6.65E-01	2.54E-04	5.35E-01	-5.56E-02	8.93E-02	5.02E-02	
speH~~~seq_2	6.65E-01	9.27E-02	3.75E-01	1.06E-01	1.19E-01	7.18E-02	
group_1153	6.58E-01	1.81E-02	2.65E-01	-9.67E-02	8.64E-02	9.01E-02	
group_812	6.58E-01	3.49E-09	1.29E-02	-2.80E-01	1.11E-01	1.99E-01	
group_759	6.58E-01	3.49E-09	1.29E-02	-2.80E-01	1.11E-01	1.99E-01	
group_545	6.58E-01	8.19E-05	8.92E-01	-2.38E-02	1.74E-01	1.10E-02	
group_451	6.58E-01	3.06E-07	9.66E-02	-3.06E-01	1.83E-01	1.34E-01	
group_1940	6.52E-01	6.94E-08	9.78E-02	-1.70E-01	1.02E-01	1.33E-01	
group_1283	6.52E-01	1.31E-04	1.86E-01	1.56E-01	1.17E-01	1.07E-01	
emm5	6.52E-01	1.24E-03	7.20E-02	1.15E-01	6.35E-02	1.45E-01	
group_324	6.52E-01	2.40E-02	7.39E-01	3.88E-02	1.16E-01	2.70E-02	
group_1919	6.45E-01	2.04E-04	8.40E-01	2.93E-02	1.44E-01	1.64E-02	
group_1709	6.45E-01	3.36E-03	2.90E-01	1.01E-01	9.49E-02	8.56E-02	
group_1344	6.45E-01	3.36E-03	6.67E-02	-1.54E-01	8.34E-02	1.48E-01	
group_1333	6.45E-01	1.70E-01	3.69E-01	1.12E-01	1.25E-01	7.27E-02	
group_1282	6.45E-01	3.13E-02	9.50E-01	-5.12E-03	8.17E-02	5.07E-03	
group_1238	6.45E-01	2.04E-04	7.18E-01	4.16E-02	1.15E-01	2.93E-02	
group_1071	6.45E-01	2.04E-04	8.40E-01	2.93E-02	1.44E-01	1.64E-02	
group_854	6.45E-01	3.36E-03	2.90E-01	1.01E-01	9.49E-02	8.56E-02	
seq_2~~~seq_1	6.45E-01	7.80E-02	3.07E-01	1.22E-01	1.19E-01	8.25E-02	
group_2070	6.39E-01	1.31E-03	7.93E-01	-2.68E-02	1.02E-01	2.13E-02	
group_1987	6.39E-01	2.49E-07	4.90E-01	-9.03E-02	1.30E-01	5.59E-02	
group_1330	6.39E-01	4.71E-03	7.53E-01	3.00E-02	9.54E-02	2.55E-02	
group_1240	6.39E-01	1.18E-05	3.79E-01	-9.04E-02	1.02E-01	7.12E-02	
group_1168	6.39E-01	9.69E-02	2.24E-01	1.45E-01	1.19E-01	9.83E-02	
group_904	6.39E-01	1.31E-03	7.53E-01	2.93E-02	9.27E-02	2.55E-02	
group_855	6.39E-01	1.31E-03	7.53E-01	2.93E-02	9.27E-02	2.55E-02	
group_466	6.39E-01	6.55E-05	4.79E-01	7.09E-02	1.00E-01	5.72E-02	
group_1254	6.32E-01	4.56E-07	2.81E-02	-2.23E-01	1.00E-01	1.76E-01	
group_1230	6.32E-01	1.96E-05	5.04E-01	-6.93E-02	1.03E-01	5.41E-02	
group_1182	6.32E-01	4.56E-07	2.56E-01	-2.49E-01	2.18E-01	9.19E-02	
group_941	6.32E-01	4.74E-04	3.09E-01	-1.00E-01	9.84E-02	8.22E-02	
group_1009	6.26E-01	1.05E-07	1.56E-01	-1.65E-01	1.16E-01	1.15E-01	
group_864	6.26E-01	8.17E-07	8.00E-01	-3.20E-02	1.26E-01	2.05E-02	
group_407	6.26E-01	1.05E-07	1.56E-01	-1.65E-01	1.16E-01	1.15E-01	
group_327	6.26E-01	4.40E-02	8.68E-01	1.10E-02	6.61E-02	1.34E-02	
group_178	6.26E-01	2.68E-03	6.87E-01	4.01E-02	9.94E-02	3.26E-02	
group_1335	6.19E-01	2.46E-04	5.85E-01	7.12E-02	1.30E-01	4.42E-02	
group_1278	6.19E-01	2.03E-10	1.15E-04	-3.32E-01	8.39E-02	3.05E-01	
group_1140	6.19E-01	3.76E-03	4.60E-01	-8.66E-02	1.17E-01	5.98E-02	
group_1113	6.19E-01	1.43E-06	6.21E-02	-1.82E-01	9.71E-02	1.50E-01	
group_872	6.19E-01	3.76E-03	4.60E-01	-8.66E-02	1.17E-01	5.98E-02	
group_596	6.19E-01	9.17E-06	7.68E-01	-6.83E-02	2.31E-01	2.39E-02	
group_2091	6.13E-01	4.25E-10	2.36E-04	-3.21E-01	8.53E-02	2.91E-01	
group_1892	6.13E-01	1.48E-03	7.07E-01	3.88E-02	1.03E-01	3.05E-02	
group_1685	6.13E-01	1.48E-03	7.07E-01	3.88E-02	1.03E-01	3.05E-02	
group_533	6.13E-01	1.48E-03	7.07E-01	3.88E-02	1.03E-01	3.05E-02	
group_467	6.13E-01	1.48E-03	7.07E-01	3.88E-02	1.03E-01	3.05E-02	
group_2106	6.06E-01	5.46E-04	8.56E-01	-1.93E-02	1.06E-01	1.47E-02	
group_2087	6.06E-01	5.46E-04	8.56E-01	-1.93E-02	1.06E-01	1.47E-02	
group_2018	6.06E-01	5.46E-04	6.87E-01	-4.02E-02	9.97E-02	3.26E-02	
group_1920	6.06E-01	6.17E-07	1.48E-02	-2.50E-01	1.01E-01	1.96E-01	
group_1893	6.06E-01	5.46E-04	6.87E-01	-4.02E-02	9.97E-02	3.26E-02	
group_1852	6.06E-01	5.46E-04	8.56E-01	-1.93E-02	1.06E-01	1.47E-02	
group_1443	6.06E-01	5.46E-04	8.56E-01	-1.93E-02	1.06E-01	1.47E-02	
group_944	6.06E-01	4.15E-06	7.67E-02	-1.97E-01	1.10E-01	1.43E-01	
group_802	6.06E-01	5.46E-04	8.56E-01	-1.93E-02	1.06E-01	1.47E-02	
group_556	6.06E-01	5.46E-04	6.87E-01	-4.02E-02	9.97E-02	3.26E-02	
group_463	6.06E-01	5.46E-04	8.56E-01	-1.93E-02	1.06E-01	1.47E-02	
group_452	6.06E-01	5.46E-04	8.56E-01	-1.93E-02	1.06E-01	1.47E-02	
group_416	6.06E-01	5.46E-04	8.56E-01	-1.93E-02	1.06E-01	1.47E-02	
group_401	6.06E-01	5.46E-04	6.87E-01	-4.02E-02	9.97E-02	3.26E-02	
group_201	6.06E-01	4.15E-06	3.10E-01	-1.11E-01	1.09E-01	8.21E-02	
group_1703	6.00E-01	1.07E-06	2.50E-01	-3.16E-01	2.74E-01	9.30E-02	
