variant	af	filter-pvalue	lrt-pvalue	beta	beta-std-err	variant_h2	notes
group_1528-group_385-group_1017	2.65E-01	3.62E-02	4.51E-01	-7.67E-02	1.01E-01	6.10E-02	
group_1528-group_385-group_1051	7.74E-02	1.50E-01	4.23E-01	1.36E-01	1.69E-01	6.48E-02	
group_744-group_388-group_1658	4.52E-02	5.20E-01	4.68E-02	-3.08E-01	1.53E-01	1.60E-01	bad-chisq
group_744-group_388-group_1327	1.94E-02	2.15E-03	2.48E-03	7.19E-01	2.34E-01	2.41E-01	bad-chisq
pheT-group_388-group_1327	1.94E-02	3.19E-01	5.32E-01	-1.26E-01	2.01E-01	5.06E-02	bad-chisq
msrB_1~~~msrB_2-group_388-group_1327	1.29E-02	4.17E-01	6.50E-01	-1.53E-01	3.36E-01	3.67E-02	bad-chisq
group_1636-ruvB-group_2207	8.97E-01	1.23E-02	2.22E-01	-2.16E-01	1.76E-01	9.86E-02	
group_1636-ruvB-group_2202	9.68E-02	6.34E-03	1.15E-01	2.85E-01	1.80E-01	1.27E-01	
group_1859-group_398-group_1637	8.39E-02	5.84E-01	5.04E-01	8.11E-02	1.21E-01	5.41E-02	
group_1859-group_398-group_1122	4.52E-02	2.02E-06	4.37E-01	1.82E-01	2.34E-01	6.29E-02	bad-chisq
rpsI-group_406-group_318	9.68E-01	6.08E-02	3.12E-01	-2.56E-01	2.52E-01	8.17E-02	bad-chisq
group_318-group_406-group_399	1.29E-02	4.17E-01	3.54E-01	-3.80E-01	4.08E-01	7.50E-02	bad-chisq
group_1711-group_410-group_1497	2.58E-02	2.48E-01	5.25E-02	-4.17E-01	2.13E-01	1.56E-01	bad-chisq
group_1711-group_410-group_13	1.29E-02	4.17E-01	3.54E-01	-3.80E-01	4.08E-01	7.50E-02	bad-chisq
group_1807-group_418-group_430	7.74E-02	5.10E-01	2.80E-01	-2.00E-01	1.85E-01	8.73E-02	
group_1807-group_418-group_433	1.29E-02	1.25E-02	1.09E-01	5.55E-01	3.45E-01	1.29E-01	bad-chisq
group_1813-nudL-group_1011	9.87E-01	3.99E-01	9.32E-01	-3.48E-02	4.08E-01	6.90E-03	bad-chisq
group_2147-nudL-group_1011	1.29E-02	3.99E-01	9.32E-01	3.48E-02	4.08E-01	6.90E-03	bad-chisq
group_1003-group_425-group_1014	7.94E-01	1.29E-09	4.01E-02	-3.71E-01	1.79E-01	1.65E-01	
group_1003-group_425-group_1357	8.39E-02	5.81E-02	5.28E-01	2.03E-01	3.21E-01	5.10E-02	
group_541-group_426-group_558	3.87E-02	6.09E-01	8.58E-01	-3.99E-02	2.23E-01	1.44E-02	bad-chisq
group_558-group_426-group_1013	9.61E-01	6.09E-01	8.58E-01	3.99E-02	2.23E-01	1.44E-02	bad-chisq
group_1846-group_428-group_120	1.94E-02	8.66E-02	7.21E-01	9.41E-02	2.63E-01	2.89E-02	bad-chisq
group_120-group_428-group_839	9.03E-02	9.44E-02	7.15E-01	-6.89E-02	1.88E-01	2.96E-02	
group_120-group_428-group_2148	4.52E-02	5.20E-01	8.40E-01	-3.61E-02	1.78E-01	1.64E-02	bad-chisq
group_120-group_428-group_324	4.52E-02	2.02E-06	4.37E-01	1.82E-01	2.34E-01	6.29E-02	bad-chisq
group_418-group_430-group_1016	7.74E-02	5.10E-01	2.80E-01	-2.00E-01	1.85E-01	8.73E-02	
group_2197-group_430-group_1191	1.29E-02	3.99E-01	8.79E-01	5.09E-02	3.34E-01	1.23E-02	bad-chisq
group_1877-group_436-group_1018	8.90E-01	4.92E-04	5.21E-02	-4.10E-01	2.09E-01	1.56E-01	
group_1877-group_436-group_1040	1.03E-01	1.83E-03	1.03E-01	3.77E-01	2.30E-01	1.32E-01	
yidA_1-ybjI-group_554	9.23E-01	1.50E-01	6.21E-01	-8.96E-02	1.81E-01	4.01E-02	
yidA_1-ybjI-group_1012	4.52E-02	7.99E-01	7.27E-01	1.03E-01	2.96E-01	2.82E-02	bad-chisq
yidA_1-ybjI-group_1047	2.58E-02	2.30E-01	7.71E-01	7.81E-02	2.68E-01	2.35E-02	bad-chisq
group_1894-group_440-group_1918	7.74E-02	1.50E-01	8.09E-01	-8.54E-02	3.52E-01	1.96E-02	
group_1894-group_440-group_1543	2.06E-01	7.61E-02	5.15E-01	-5.58E-02	8.56E-02	5.27E-02	
group_1894-group_440-group_1846	1.29E-02	4.17E-01	3.54E-01	-3.80E-01	4.08E-01	7.50E-02	bad-chisq
group_1894-group_440-group_324	3.87E-02	6.09E-01	5.59E-01	-1.35E-01	2.30E-01	4.73E-02	bad-chisq
group_451-group_447-group_1284	5.87E-01	3.04E-06	7.72E-01	-6.93E-02	2.39E-01	2.35E-02	
group_607-group_447-group_1284	7.74E-02	1.50E-01	8.09E-01	-8.54E-02	3.52E-01	1.96E-02	
group_447-group_451-group_1024	5.87E-01	3.04E-06	7.72E-01	-6.93E-02	2.39E-01	2.35E-02	
group_1023-group_451-group_1024	4.52E-02	5.20E-01	1.72E-01	-3.47E-01	2.53E-01	1.10E-01	bad-chisq
group_1024-group_451-group_1261	1.29E-02	3.99E-01	9.32E-01	3.48E-02	4.08E-01	6.90E-03	bad-chisq
group_1915-group_457-group_1050	1.29E-02	3.99E-01	9.32E-01	3.48E-02	4.08E-01	6.90E-03	bad-chisq
group_1616-group_457-group_1050	7.10E-02	2.17E-01	3.43E-01	-2.46E-01	2.58E-01	7.67E-02	bad-chisq
group_2160-group_457-group_846	1.29E-02	3.99E-01	4.66E-01	2.49E-01	3.40E-01	5.90E-02	bad-chisq
group_562-group_457-group_846	6.45E-02	9.64E-09	4.35E-02	6.43E-01	3.16E-01	1.62E-01	bad-chisq
group_846-group_457-group_1050	3.87E-02	1.39E-01	8.08E-01	4.93E-02	2.03E-01	1.96E-02	bad-chisq
group_2029-group_459-group_1027	7.10E-02	6.12E-01	2.26E-01	-1.66E-01	1.37E-01	9.78E-02	
group_2021-group_459-group_1027	7.10E-02	6.12E-01	8.99E-01	1.45E-02	1.15E-01	1.02E-02	
group_2040-group_460-group_1002	9.03E-02	3.07E-01	7.50E-02	-4.39E-01	2.45E-01	1.43E-01	
group_1987-group_460-group_1264	6.45E-02	2.70E-01	2.74E-01	-2.41E-01	2.20E-01	8.84E-02	bad-chisq
group_2177-group_465-group_1029	7.10E-02	1.09E-07	1.49E-01	2.58E-01	1.77E-01	1.17E-01	bad-chisq
group_2088-group_465-group_1029	1.10E-01	2.74E-01	9.82E-02	-3.20E-01	1.92E-01	1.33E-01	
group_1764-group_465-group_1344	1.29E-02	4.17E-01	3.54E-01	-3.80E-01	4.08E-01	7.50E-02	bad-chisq
group_775-group_465-group_1029	3.87E-01	1.01E-02	2.46E-01	9.34E-02	8.03E-02	9.37E-02	
speC_1-group_466-group_1265	5.81E-02	3.35E-01	4.08E-01	-2.08E-01	2.51E-01	6.69E-02	bad-chisq
seq_2~~~seq_1-group_466-group_1256	5.48E-01	4.77E-05	6.05E-01	6.03E-02	1.16E-01	4.19E-02	
seq_2~~~seq_1-group_466-group_1265	1.94E-02	8.66E-02	4.80E-01	2.27E-01	3.21E-01	5.72E-02	bad-chisq
group_2096-group_469-group_563	2.71E-01	1.21E-03	1.63E-01	-2.27E-01	1.62E-01	1.13E-01	
group_539-group_469-group_563	1.94E-02	8.66E-02	4.75E-01	2.25E-01	3.14E-01	5.77E-02	bad-chisq
group_2099-group_470-group_2068	1.94E-02	3.19E-01	1.04E-02	-7.23E-01	2.79E-01	2.05E-01	bad-chisq
group_2121-group_472-group_1292	1.29E-02	4.17E-01	6.69E-01	-1.06E-01	2.46E-01	3.46E-02	bad-chisq
group_2121-group_472-group_1306	5.61E-01	5.29E-07	5.72E-03	-2.38E-01	8.49E-02	2.21E-01	
group_2127-group_473-group_564	7.10E-02	6.12E-01	2.26E-01	-1.66E-01	1.37E-01	9.78E-02	
group_1948-group_473-group_564	2.58E-02	2.48E-01	3.66E-01	-1.68E-01	1.85E-01	7.31E-02	bad-chisq
group_1555-sel26_3~~~sel26~~~sel26_1-group_2167	5.16E-02	4.17E-01	5.78E-01	-1.89E-01	3.40E-01	4.50E-02	bad-chisq
group_607-sel26_3~~~sel26~~~sel26_1-group_1262	7.74E-02	1.50E-01	8.09E-01	-8.54E-02	3.52E-01	1.96E-02	
group_55-group_476-group_309	5.81E-02	2.57E-02	3.55E-02	4.30E-01	2.03E-01	1.69E-01	bad-chisq
group_55-group_476-group_1031	4.52E-02	2.02E-06	4.37E-01	1.82E-01	2.34E-01	6.29E-02	bad-chisq
group_1116-group_476-group_944	5.61E-01	3.50E-06	4.19E-01	-1.16E-01	1.44E-01	6.54E-02	
group_944-group_476-group_1031	1.29E-02	3.99E-01	8.80E-01	5.46E-02	3.63E-01	1.22E-02	bad-chisq
group_76-group_478-group_949	1.42E-01	4.08E-04	8.63E-01	-1.80E-02	1.05E-01	1.39E-02	
group_76-group_478-group_1282	1.29E-02	4.17E-01	1.91E-01	-3.93E-01	2.99E-01	1.06E-01	bad-chisq
group_957-group_479-group_1173	1.61E-01	9.22E-03	1.65E-01	-1.28E-01	9.21E-02	1.12E-01	bad-chisq
group_1173-group_479-group_1250	1.94E-02	7.20E-01	6.22E-01	1.16E-01	2.34E-01	3.99E-02	bad-chisq
group_1173-group_479-group_66	3.87E-02	1.39E-01	3.53E-01	1.71E-01	1.83E-01	7.50E-02	bad-chisq
group_90-group_481-group_802	5.68E-01	1.23E-03	7.55E-01	2.83E-02	9.05E-02	2.52E-02	
group_90-group_481-group_1285	4.52E-02	7.99E-01	5.06E-01	-1.45E-01	2.18E-01	5.39E-02	bad-chisq
group_145-group_484-group_964	9.42E-01	2.57E-02	5.84E-01	-1.30E-01	2.37E-01	4.43E-02	bad-chisq
group_535-group_485-group_965	2.58E-02	3.77E-04	2.00E-02	6.92E-01	2.94E-01	1.87E-01	bad-chisq
group_104-adhP_2~~~adhP_1~~~adhP-yeeO	9.68E-01	4.13E-01	5.08E-01	-1.49E-01	2.24E-01	5.36E-02	bad-chisq
yeeO-adhP_2~~~adhP_1~~~adhP-adhE	3.23E-02	4.13E-01	5.08E-01	1.49E-01	2.24E-01	5.36E-02	bad-chisq
group_139-group_499-group_456	1.10E-01	9.06E-02	3.33E-01	1.33E-01	1.37E-01	7.82E-02	
group_139-group_499-group_140	1.16E-01	1.13E-03	7.21E-01	-5.18E-02	1.45E-01	2.89E-02	
group_150-nag3_1~~~nag3_2~~~nag3-group_1033	3.87E-02	1.39E-01	7.79E-01	6.94E-02	2.47E-01	2.28E-02	bad-chisq
group_2189-nag3_1~~~nag3_2~~~nag3-group_1033	2.58E-02	2.48E-01	2.69E-01	-3.89E-01	3.50E-01	8.93E-02	bad-chisq
seq_2~~~seq_1-speH~~~seq_2-mutX	6.39E-01	9.69E-02	2.74E-01	1.24E-01	1.13E-01	8.85E-02	
mutX-speH~~~seq_2-group_1875	1.94E-02	7.20E-01	6.70E-01	-1.68E-01	3.93E-01	3.45E-02	bad-chisq
group_1797-group_517-group_766	9.68E-02	6.52E-05	7.88E-01	6.26E-02	2.32E-01	2.18E-02	
seq~~~seq_1~~~seq_3~~~seq_2-group_517-group_766	8.39E-01	5.41E-07	1.84E-01	-2.37E-01	1.77E-01	1.07E-01	
group_243-galU_1~~~galU_2-hasB~~~ugd_2~~~ugd_3	8.97E-01	5.71E-01	2.69E-01	1.49E-01	1.35E-01	8.92E-02	
recF-galU_1~~~galU_2-hasB~~~ugd_2~~~ugd_3	3.23E-02	8.11E-01	7.76E-01	-4.72E-02	1.66E-01	2.30E-02	bad-chisq
lacC_1~~~lacC_2-lacD_1~~~lacD_2-group_262	9.35E-01	6.77E-01	6.72E-01	8.24E-02	1.94E-01	3.43E-02	
lacC_1~~~lacC_2-lacD_1~~~lacD_2-group_1457	2.58E-02	2.48E-01	2.69E-01	-3.89E-01	3.50E-01	8.93E-02	bad-chisq
group_262-lacD_1~~~lacD_2-lacC_1	2.58E-02	2.30E-01	8.43E-01	5.33E-02	2.69E-01	1.60E-02	bad-chisq
group_262-lacD_1~~~lacD_2-lacB_1	1.29E-02	3.99E-01	9.39E-01	2.59E-02	3.38E-01	6.18E-03	bad-chisq
group_718-group_534-group_1389	1.29E-02	3.99E-01	6.07E-01	1.73E-01	3.36E-01	4.16E-02	bad-chisq
group_718-group_534-group_559	8.39E-02	5.84E-01	6.76E-03	-4.63E-01	1.69E-01	2.17E-01	
group_718-group_534-group_310	5.81E-02	5.26E-01	2.76E-01	2.34E-01	2.14E-01	8.81E-02	
group_718-group_534-group_1017	5.16E-02	3.81E-01	3.97E-01	2.13E-01	2.51E-01	6.85E-02	bad-chisq
group_718-group_534-group_1051	9.03E-02	7.78E-01	8.25E-01	-2.90E-02	1.31E-01	1.79E-02	
group_718-group_534-group_794	3.23E-02	1.95E-01	2.27E-01	-3.39E-01	2.80E-01	9.76E-02	bad-chisq
group_310-group_534-group_1017	4.52E-02	7.99E-01	7.04E-01	1.11E-01	2.91E-01	3.07E-02	bad-chisq
group_310-group_534-group_1051	5.16E-02	9.74E-01	9.40E-01	-1.92E-02	2.53E-01	6.14E-03	
group_1017-group_534-group_1051	4.52E-02	7.99E-01	7.04E-01	1.11E-01	2.91E-01	3.07E-02	bad-chisq
group_265-group_535-group_485	2.58E-02	3.77E-04	2.00E-02	6.92E-01	2.94E-01	1.87E-01	bad-chisq
group_265-group_535-group_965	1.94E-02	7.20E-01	6.30E-01	-1.94E-01	4.01E-01	3.90E-02	bad-chisq
group_469-group_539-rppH	1.94E-02	8.66E-02	4.75E-01	2.25E-01	3.14E-01	5.77E-02	bad-chisq
group_1980-group_539-rppH	1.29E-02	3.99E-01	9.86E-01	5.67E-03	3.30E-01	1.39E-03	bad-chisq
group_563-group_539-rppH	5.94E-01	1.82E-06	5.00E-01	-2.20E-01	3.25E-01	5.45E-02	
rppH-group_539-group_935	3.42E-01	3.92E-04	9.17E-01	-1.68E-02	1.61E-01	8.45E-03	
group_426-group_541-group_1041	3.87E-02	6.09E-01	8.58E-01	-3.99E-02	2.23E-01	1.44E-02	bad-chisq
group_1013-group_541-group_1041	9.55E-01	2.48E-01	7.07E-01	-7.69E-02	2.04E-01	3.04E-02	bad-chisq
group_302-group_543-group_303	9.81E-01	8.66E-02	2.39E-01	-3.31E-01	2.80E-01	9.51E-02	bad-chisq
group_303-group_543-udk	1.94E-02	8.66E-02	2.39E-01	3.31E-01	2.80E-01	9.51E-02	bad-chisq
group_675-group_545-scpA	5.81E-02	5.26E-01	1.52E-01	-2.93E-01	2.04E-01	1.16E-01	
group_1691-group_545-scpA	4.13E-01	2.38E-04	4.77E-01	-5.44E-02	7.63E-02	5.75E-02	
group_373-group_550-group_2073	8.00E-01	1.21E-06	2.71E-01	-1.65E-01	1.50E-01	8.90E-02	
group_373-group_550-group_159	1.94E-01	5.16E-06	4.39E-01	1.15E-01	1.48E-01	6.25E-02	
mdrP-mutL-mutS	8.00E-01	5.52E-04	7.41E-01	-5.37E-02	1.62E-01	2.68E-02	
mdrP-mutL-group_1044	1.61E-01	6.45E-05	8.90E-01	1.95E-02	1.40E-01	1.12E-02	
group_496-group_551-group_1533	1.29E-02	4.17E-01	3.54E-01	-3.80E-01	4.08E-01	7.50E-02	bad-chisq
group_1533-group_551-group_1158	1.94E-02	3.19E-01	4.44E-01	-2.89E-01	3.76E-01	6.19E-02	bad-chisq
group_1533-group_551-group_1374	1.29E-02	4.17E-01	2.67E-02	-7.50E-01	3.35E-01	1.78E-01	bad-chisq
group_1533-group_551-group_308	1.94E-02	2.15E-03	6.12E-02	5.18E-01	2.75E-01	1.51E-01	bad-chisq
group_563-group_553-group_1045	4.52E-02	7.99E-01	8.50E-01	5.55E-02	2.93E-01	1.53E-02	bad-chisq
group_580-group_553-lafA	1.74E-01	8.08E-03	2.28E-01	-2.18E-01	1.80E-01	9.74E-02	
group_1045-group_553-lafA	7.23E-01	2.28E-02	4.95E-02	3.58E-01	1.81E-01	1.58E-01	
lafA-group_553-group_1057	2.58E-02	2.48E-01	2.69E-01	-3.89E-01	3.50E-01	8.93E-02	bad-chisq
group_426-group_558-group_557	2.71E-01	8.81E-07	3.23E-01	1.68E-01	1.69E-01	7.99E-02	
group_426-group_558-hisZ	6.97E-01	4.38E-08	9.75E-02	-3.19E-01	1.91E-01	1.34E-01	
group_426-group_558-group_1012	2.58E-02	2.30E-01	8.41E-01	5.36E-02	2.67E-01	1.62E-02	bad-chisq
group_80-group_559-group_534	1.29E-02	4.17E-01	2.47E-02	-7.70E-01	3.39E-01	1.80E-01	bad-chisq
group_198-group_559-group_1051	1.94E-02	3.19E-01	4.44E-01	-2.89E-01	3.76E-01	6.19E-02	bad-chisq
group_794-group_559-group_534	6.45E-02	6.77E-01	1.67E-02	-5.32E-01	2.20E-01	1.92E-01	
group_469-group_563-group_553	5.16E-02	3.81E-01	4.92E-01	1.75E-01	2.54E-01	5.56E-02	bad-chisq
group_469-group_563-group_2001	1.94E-02	7.20E-01	6.30E-01	-1.94E-01	4.01E-01	3.90E-02	bad-chisq
group_469-group_563-lafA	2.26E-01	9.22E-04	9.29E-02	-2.75E-01	1.62E-01	1.35E-01	
group_2096-group_563-lafA	8.39E-02	2.22E-01	2.52E-01	2.18E-01	1.90E-01	9.25E-02	
group_539-group_563-lafA	5.94E-01	1.82E-06	5.00E-01	-2.20E-01	3.25E-01	5.45E-02	
group_1214-group_564-group_473	2.58E-02	2.48E-01	2.59E-02	-4.18E-01	1.86E-01	1.79E-01	bad-chisq
group_473-group_564-group_933	7.10E-02	6.12E-01	7.88E-01	-3.68E-02	1.37E-01	2.17E-02	
group_157-slo-group_1053	9.55E-01	3.15E-03	9.92E-02	-4.08E-01	2.46E-01	1.33E-01	bad-chisq
group_157-slo-group_1175	4.52E-02	3.15E-03	9.92E-02	4.08E-01	2.46E-01	1.33E-01	bad-chisq
group_980-group_573-group_981	9.61E-01	6.48E-01	6.26E-01	1.76E-01	3.61E-01	3.94E-02	bad-chisq
dcuS-group_573-group_981	3.87E-02	6.48E-01	6.26E-01	-1.76E-01	3.61E-01	3.94E-02	bad-chisq
group_553-group_580-group_585	1.29E-02	3.99E-01	9.32E-01	3.48E-02	4.08E-01	6.90E-03	bad-chisq
group_553-group_580-group_1057	1.68E-01	4.93E-03	3.98E-01	-1.49E-01	1.76E-01	6.84E-02	
group_1045-group_580-group_1057	6.26E-01	7.04E-04	9.93E-02	3.25E-01	1.96E-01	1.33E-01	
group_898-group_583-group_585	1.94E-02	7.20E-01	2.32E-01	-3.62E-01	3.02E-01	9.66E-02	bad-chisq
group_898-group_583-group_1056	9.74E-01	9.82E-01	1.55E-01	3.64E-01	2.54E-01	1.15E-01	bad-chisq
group_580-group_585-group_1056	1.29E-02	3.99E-01	9.32E-01	3.48E-02	4.08E-01	6.90E-03	bad-chisq
group_583-group_585-group_1057	1.94E-02	7.20E-01	2.32E-01	-3.62E-01	3.02E-01	9.66E-02	bad-chisq
group_1056-group_585-group_1057	9.61E-01	1.39E-01	7.32E-01	7.49E-02	2.18E-01	2.77E-02	bad-chisq
group_997-group_588-group_776	1.29E-02	4.17E-01	1.91E-01	-3.93E-01	2.99E-01	1.06E-01	bad-chisq
group_1545-group_588-group_1058	2.58E-02	9.82E-01	1.89E-01	3.51E-01	2.66E-01	1.06E-01	bad-chisq
group_949-group_588-group_1058	1.94E-02	3.19E-01	1.04E-02	-7.23E-01	2.79E-01	2.05E-01	bad-chisq
group_1604-group_595-group_1032	1.29E-02	4.17E-01	3.44E-01	-2.70E-01	2.85E-01	7.66E-02	bad-chisq
group_951-group_600-group_1305	7.74E-02	1.50E-01	8.09E-01	-8.54E-02	3.52E-01	1.96E-02	
group_1060-group_600-group_1061	5.16E-02	3.81E-01	8.75E-03	4.00E-01	1.51E-01	2.10E-01	bad-chisq
group_1060-group_600-group_1330	3.23E-02	6.08E-02	3.00E-01	2.15E-01	2.06E-01	8.38E-02	bad-chisq
group_2030-group_602-group_55	3.23E-02	1.95E-01	2.12E-01	-2.09E-01	1.67E-01	1.01E-01	bad-chisq
group_52-group_602-group_55	1.68E-01	1.39E-04	2.48E-01	1.27E-01	1.10E-01	9.33E-02	
group_236-group_608-group_606	3.23E-02	6.08E-02	4.27E-01	1.88E-01	2.36E-01	6.43E-02	bad-chisq
group_1359-group_608-group_196	2.58E-02	2.48E-01	2.69E-01	-3.89E-01	3.50E-01	8.93E-02	bad-chisq
nadC-group_606-group_608	5.16E-02	1.03E-02	1.43E-01	2.68E-01	1.82E-01	1.18E-01	bad-chisq
nadC-group_606-group_196	3.87E-02	1.44E-02	3.24E-01	2.21E-01	2.23E-01	7.98E-02	bad-chisq
nadC-group_606-group_236	4.52E-02	5.20E-01	9.52E-01	-1.15E-02	1.91E-01	4.84E-03	bad-chisq
group_196-group_606-group_236	1.29E-02	4.17E-01	1.89E-01	-3.95E-01	3.00E-01	1.06E-01	bad-chisq
group_342-group_607-group_1329	1.29E-02	1.25E-02	1.07E-01	5.35E-01	3.30E-01	1.30E-01	bad-chisq
group_447-group_607-sel26_3~~~sel26~~~sel26_1	7.74E-02	1.50E-01	8.09E-01	-8.54E-02	3.52E-01	1.96E-02	
group_1406-group_616-group_1264	1.29E-02	1.25E-02	1.09E-01	5.55E-01	3.45E-01	1.29E-01	bad-chisq
group_1574-group_616-group_1264	1.29E-02	4.17E-01	2.67E-02	-7.50E-01	3.35E-01	1.78E-01	bad-chisq
group_1621-group_617-group_1483	5.81E-02	5.83E-08	1.29E-01	5.35E-01	3.51E-01	1.22E-01	bad-chisq
group_1687-group_617-group_1534	1.29E-02	3.99E-01	9.32E-01	3.48E-02	4.08E-01	6.90E-03	bad-chisq
group_1579-group_617-group_1066	1.94E-02	3.19E-01	4.44E-01	-2.89E-01	3.76E-01	6.19E-02	bad-chisq
group_1066-group_617-group_1202	1.94E-02	7.20E-01	6.30E-01	-1.94E-01	4.01E-01	3.90E-02	bad-chisq
group_635-rbfA-infB	1.94E-01	7.63E-03	6.30E-01	-8.30E-02	1.72E-01	3.90E-02	
infB-rbfA-group_1069	8.06E-01	7.63E-03	6.30E-01	8.30E-02	1.72E-01	3.90E-02	
group_1701-group_628-group_900	1.94E-02	3.19E-01	5.32E-01	-1.26E-01	2.01E-01	5.06E-02	bad-chisq
group_1701-group_628-pheT	9.81E-01	3.19E-01	5.32E-01	1.26E-01	2.01E-01	5.06E-02	bad-chisq
lepA-group_647-group_1446	9.03E-02	8.24E-07	3.86E-01	1.89E-01	2.18E-01	7.00E-02	
lepA-group_647-csn2	8.39E-02	5.81E-02	6.71E-01	1.23E-01	2.88E-01	3.44E-02	
cas2_1-csn2-lepA	1.03E-01	2.02E-01	7.07E-01	6.96E-02	1.85E-01	3.04E-02	
cas2_1-csn2-group_647	6.77E-01	9.98E-05	8.95E-01	-2.95E-02	2.23E-01	1.07E-02	
group_127-group_662-group_1083	1.94E-02	3.19E-01	1.95E-01	-4.15E-01	3.19E-01	1.05E-01	bad-chisq
group_893-group_662-group_1083	3.23E-02	8.11E-01	7.60E-01	-5.69E-02	1.86E-01	2.48E-02	bad-chisq
group_161-seq~~~seq_1~~~seq_3~~~seq_2-group_517	7.68E-01	6.84E-06	1.17E-01	-2.61E-01	1.65E-01	1.26E-01	
group_161-seq~~~seq_1~~~seq_3~~~seq_2-group_1096	4.52E-02	2.48E-01	8.39E-01	4.16E-02	2.05E-01	1.64E-02	bad-chisq
group_142-seq~~~seq_1~~~seq_3~~~seq_2-group_517	7.10E-02	8.25E-01	6.65E-01	9.71E-02	2.24E-01	3.50E-02	
group_142-seq~~~seq_1~~~seq_3~~~seq_2-group_1096	1.29E-02	1.25E-02	2.06E-01	5.12E-01	4.03E-01	1.02E-01	bad-chisq
group_148-group_664-rlmH_2~~~rlmH_1~~~rlmH	1.29E-02	3.99E-01	9.32E-01	3.48E-02	4.08E-01	6.90E-03	bad-chisq
group_148-group_664-group_1097	8.06E-01	3.72E-08	3.32E-05	-4.10E-01	9.60E-02	3.27E-01	
group_148-group_664-group_1161	9.68E-02	7.75E-04	7.56E-01	-5.09E-02	1.64E-01	2.51E-02	
group_178-group_670-group_1084	6.26E-01	2.68E-03	6.87E-01	4.01E-02	9.94E-02	3.26E-02	
group_179-group_670-group_1084	5.16E-02	9.74E-01	7.93E-01	-5.18E-02	1.97E-01	2.13E-02	
group_178-group_671-group_1160	6.19E-01	1.03E-03	8.93E-01	-1.38E-02	1.02E-01	1.09E-02	
group_179-group_671-group_1160	5.16E-02	9.74E-01	7.93E-01	-5.18E-02	1.97E-01	2.13E-02	
group_2090-group_673-group_1159	6.71E-01	8.17E-08	1.36E-01	-1.65E-01	1.10E-01	1.20E-01	
tagU-rlmD_1~~~rlmD_2-clbS_2	4.52E-02	1.23E-01	1.66E-02	-6.33E-01	2.61E-01	1.92E-01	bad-chisq
tagU-rlmD_1~~~rlmD_2-group_497	1.94E-02	3.19E-01	4.44E-01	-2.89E-01	3.76E-01	6.19E-02	bad-chisq
tagU-rlmD_1~~~rlmD_2-deoD_2	1.55E-01	1.08E-01	7.15E-01	-6.43E-02	1.76E-01	2.96E-02	
tagU-rlmD_1~~~rlmD_2-group_1090	5.81E-02	8.69E-01	9.49E-01	-1.00E-02	1.56E-01	5.20E-03	
tagU-rlmD_1~~~rlmD_2-group_1091	1.29E-02	1.25E-02	1.85E-01	4.16E-01	3.12E-01	1.07E-01	bad-chisq
tagU-rlmD_1~~~rlmD_2-group_1093	7.10E-01	4.18E-01	1.86E-01	1.89E-01	1.42E-01	1.07E-01	
group_17-group_678-group_749	6.45E-02	9.64E-09	4.35E-02	6.43E-01	3.16E-01	1.62E-01	bad-chisq
group_749-group_678-group_995	9.35E-01	9.64E-09	4.35E-02	-6.43E-01	3.16E-01	1.62E-01	bad-chisq
group_843-group_679-group_234	4.52E-02	2.02E-06	4.37E-01	1.82E-01	2.34E-01	6.29E-02	bad-chisq
group_234-group_679-group_823	1.10E-01	2.20E-02	6.87E-01	8.38E-02	2.07E-01	3.26E-02	
group_548-trmFO-oadA_2~~~oadA	5.81E-01	4.99E-06	9.02E-01	-2.45E-02	1.98E-01	1.00E-02	
group_548-trmFO-oadA_2~~~oadA_1	3.61E-01	3.14E-04	3.33E-01	-2.12E-01	2.18E-01	7.83E-02	
topA-trmFO-oadA_2~~~oadA_1	4.52E-02	3.15E-03	7.35E-02	4.89E-01	2.71E-01	1.44E-01	bad-chisq
group_269-group_688-speC_1~~~seq_2	7.35E-01	3.27E-03	9.95E-01	6.12E-04	1.01E-01	4.92E-04	
group_2207-group_694-purB	8.97E-01	1.23E-02	2.22E-01	-2.16E-01	1.76E-01	9.86E-02	
purB-group_694-group_2202	9.03E-02	2.01E-02	2.39E-01	2.13E-01	1.80E-01	9.51E-02	
yhfT-group_708-group_235	9.61E-01	1.39E-01	7.32E-01	-8.43E-02	2.46E-01	2.77E-02	bad-chisq
yhfT-group_708-group_788	3.87E-02	1.39E-01	7.32E-01	8.43E-02	2.46E-01	2.77E-02	bad-chisq
group_390-rlmH_2~~~rlmH_1~~~rlmH-group_664	1.29E-02	3.99E-01	9.32E-01	3.48E-02	4.08E-01	6.90E-03	bad-chisq
group_390-rlmH_2~~~rlmH_1~~~rlmH-group_984	1.29E-02	3.99E-01	7.21E-01	1.23E-01	3.45E-01	2.89E-02	bad-chisq
group_390-rlmH_2~~~rlmH_1~~~rlmH-group_1097	1.74E-01	9.61E-02	3.73E-01	-1.53E-01	1.71E-01	7.21E-02	
group_390-rlmH_2~~~rlmH_1~~~rlmH-group_1161	7.61E-01	9.20E-05	4.59E-01	-1.04E-01	1.40E-01	5.99E-02	
thiI-capA-rplU	9.61E-01	1.39E-01	7.25E-01	-9.75E-02	2.77E-01	2.85E-02	bad-chisq
