variant	af	filter-pvalue	lrt-pvalue	beta	beta-std-err	variant_h2	notes
ennX_1~~~emm5~~~ennX_2~~~ennX-smc_1~~~emm5~~~smc_2~~~emm6~~~arp4~~~smc_3-scpA	1.29E-02	4.17E-01	2.67E-02	-7.50E-01	3.35E-01	1.78E-01	bad-chisq
group_1181-smc_1~~~emm5~~~smc_2~~~emm6~~~arp4~~~smc_3-group_675	5.81E-02	5.26E-01	1.52E-01	-2.93E-01	2.04E-01	1.16E-01	
group_1181-smc_1~~~emm5~~~smc_2~~~emm6~~~arp4~~~smc_3-group_1691	3.81E-01	3.56E-02	1.17E-01	1.15E-01	7.29E-02	1.26E-01	
group_841-group_1287-group_926	1.29E-02	3.99E-01	9.63E-01	1.62E-02	3.45E-01	3.79E-03	bad-chisq
group_841-group_1287-group_1340	2.58E-02	2.48E-01	2.59E-02	-4.18E-01	1.86E-01	1.79E-01	bad-chisq
group_862-group_1288-group_1301	3.87E-02	6.09E-01	5.59E-01	-1.35E-01	2.30E-01	4.73E-02	bad-chisq
group_1186-group_1289-clpP_2~~~clpP_1	5.61E-01	5.29E-07	5.72E-03	-2.38E-01	8.49E-02	2.21E-01	
group_1285-group_1290-group_1247	4.52E-02	5.20E-01	6.97E-01	-5.66E-02	1.45E-01	3.15E-02	bad-chisq
group_1285-group_1290-group_1238	1.94E-02	3.19E-01	5.32E-01	-1.26E-01	2.01E-01	5.06E-02	bad-chisq
group_1285-group_1290-group_1637	2.58E-02	2.48E-01	8.43E-02	-4.46E-01	2.57E-01	1.39E-01	bad-chisq
group_1247-group_1290-group_1238	4.19E-01	2.67E-01	2.90E-02	1.72E-01	7.82E-02	1.75E-01	
group_1247-group_1290-group_887	4.52E-02	5.20E-01	1.84E-01	-2.28E-01	1.71E-01	1.07E-01	bad-chisq
group_2090-group_1291-group_1526	6.39E-01	2.91E-08	2.84E-02	-2.31E-01	1.04E-01	1.76E-01	
group_1526-group_1291-group_1208	3.23E-02	8.11E-01	8.90E-02	-3.68E-01	2.15E-01	1.37E-01	bad-chisq
group_1245-group_1292-group_1247	3.23E-02	4.13E-01	9.87E-01	-3.82E-03	2.39E-01	1.29E-03	bad-chisq
group_472-group_1292-group_1247	1.29E-02	4.17E-01	6.69E-01	-1.06E-01	2.46E-01	3.46E-02	bad-chisq
group_1243-group_1292-group_1247	3.35E-01	7.62E-03	4.83E-01	-5.69E-02	8.08E-02	5.68E-02	
group_913-group_1293-group_1085	8.39E-02	1.41E-01	9.72E-02	-2.13E-01	1.27E-01	1.34E-01	bad-chisq
group_2131-group_1294-group_2174	1.29E-02	1.25E-02	1.09E-01	5.55E-01	3.45E-01	1.29E-01	bad-chisq
group_59-group_1294-group_61	9.03E-02	9.44E-02	7.06E-01	-9.10E-02	2.41E-01	3.05E-02	
group_61-group_1294-group_2156	1.94E-02	7.20E-01	6.51E-01	1.16E-01	2.57E-01	3.66E-02	bad-chisq
group_1495-group_1295-group_2135	1.94E-02	3.19E-01	4.44E-01	-2.89E-01	3.76E-01	6.19E-02	bad-chisq
group_1144-group_1295-group_1962	5.16E-02	4.17E-01	3.39E-01	-1.61E-01	1.68E-01	7.73E-02	bad-chisq
group_1710-group_1297-group_1192	4.52E-02	2.02E-06	4.37E-01	1.82E-01	2.34E-01	6.29E-02	bad-chisq
group_1752-group_1297-group_842	3.23E-02	6.08E-02	5.43E-01	1.41E-01	2.31E-01	4.92E-02	bad-chisq
group_629-group_1298-group_1307	9.68E-02	4.04E-01	6.80E-01	-6.06E-02	1.47E-01	3.34E-02	
group_1892-group_1298-group_1307	5.87E-01	1.63E-03	9.30E-01	8.62E-03	9.78E-02	7.13E-03	
group_37-group_1299-group_780	1.29E-02	1.25E-02	9.93E-02	6.33E-01	3.82E-01	1.33E-01	bad-chisq
group_774-group_1299-group_111	6.45E-02	6.77E-01	5.26E-01	-9.82E-02	1.54E-01	5.14E-02	
group_2182-group_1300-group_1310	1.94E-02	3.19E-01	4.44E-01	-2.89E-01	3.76E-01	6.19E-02	bad-chisq
group_1196-group_1300-group_1310	5.16E-02	4.17E-01	5.78E-01	-1.89E-01	3.40E-01	4.50E-02	bad-chisq
group_1288-group_1301-group_1544	3.87E-02	6.09E-01	5.59E-01	-1.35E-01	2.30E-01	4.73E-02	bad-chisq
group_919-group_1302-group_1314	2.58E-02	2.48E-01	5.25E-02	-4.17E-01	2.13E-01	1.56E-01	bad-chisq
group_919-group_1302-group_1313	1.29E-02	4.17E-01	3.54E-01	-3.80E-01	4.08E-01	7.50E-02	bad-chisq
group_1254-group_1303-group_1277	3.23E-02	4.13E-01	4.23E-01	1.94E-01	2.42E-01	6.48E-02	bad-chisq
group_1277-group_1303-group_923	2.00E-01	3.18E-02	7.27E-01	-2.89E-02	8.28E-02	2.82E-02	
group_68-group_1304-group_1326	3.87E-02	1.17E-05	5.32E-01	1.37E-01	2.19E-01	5.05E-02	bad-chisq
group_1254-group_1304-group_1263	5.16E-02	9.74E-01	5.65E-01	7.87E-02	1.37E-01	4.66E-02	
group_1648-group_1305-group_651	1.29E-02	1.25E-02	7.45E-02	6.09E-01	3.39E-01	1.44E-01	bad-chisq
group_956-group_1305-group_1333	3.23E-02	6.08E-02	7.49E-01	-6.43E-02	2.00E-01	2.59E-02	bad-chisq
group_600-group_1305-group_1135	7.74E-02	1.50E-01	8.09E-01	-8.54E-02	3.52E-01	1.96E-02	
clpP_2~~~clpP_1-group_1306-group_472	5.61E-01	5.29E-07	5.72E-03	-2.38E-01	8.49E-02	2.21E-01	
group_462-group_1308-group_1307	1.10E-01	2.74E-01	8.83E-01	-2.26E-02	1.53E-01	1.19E-02	
group_1307-group_1308-group_1685	6.06E-01	5.46E-04	8.56E-01	-1.93E-02	1.06E-01	1.47E-02	
group_111-group_2103-group_1318	5.16E-02	4.17E-01	1.53E-01	-2.44E-01	1.70E-01	1.15E-01	bad-chisq
group_2011-group_1317-group_68	3.87E-02	1.17E-05	5.32E-01	1.37E-01	2.19E-01	5.05E-02	bad-chisq
group_63-group_1317-group_1325	1.29E-02	4.17E-01	5.62E-02	-5.00E-01	2.60E-01	1.54E-01	bad-chisq
group_897-group_1317-group_274	1.94E-02	7.20E-01	1.25E-01	3.68E-01	2.39E-01	1.24E-01	bad-chisq
group_897-group_1317-group_1360	1.68E-01	1.45E-03	8.31E-02	-1.57E-01	9.00E-02	1.40E-01	bad-chisq
group_1325-group_1317-group_1360	1.94E-02	3.19E-01	5.96E-01	-1.08E-01	2.03E-01	4.29E-02	bad-chisq
group_1762-group_1319-group_1311	1.94E-02	3.19E-01	4.44E-01	-2.89E-01	3.76E-01	6.19E-02	bad-chisq
group_1311-group_1319-group_1824	5.16E-02	4.17E-01	5.78E-01	-1.89E-01	3.40E-01	4.50E-02	bad-chisq
group_1313-group_1320-group_1423	1.29E-02	4.17E-01	3.54E-01	-3.80E-01	4.08E-01	7.50E-02	bad-chisq
group_1316-group_1321-group_1322	3.23E-02	8.11E-01	7.60E-01	-5.69E-02	1.86E-01	2.48E-02	bad-chisq
group_2011-group_1323-group_1325	1.29E-02	1.25E-02	1.10E-01	5.33E-01	3.32E-01	1.29E-01	bad-chisq
group_63-group_1323-group_1228	1.29E-02	4.17E-01	3.44E-01	-2.70E-01	2.85E-01	7.66E-02	bad-chisq
group_63-group_1323-group_1325	5.16E-02	4.17E-01	5.78E-01	-1.89E-01	3.40E-01	4.50E-02	bad-chisq
group_1322-group_1324-group_1328	3.87E-02	6.48E-01	5.50E-01	-1.05E-01	1.75E-01	4.84E-02	bad-chisq
group_13-group_1324-group_1328	1.29E-02	4.17E-01	3.54E-01	-3.80E-01	4.08E-01	7.50E-02	bad-chisq
group_1912-group_1325-group_1323	1.29E-02	1.25E-02	1.10E-01	5.33E-01	3.32E-01	1.29E-01	bad-chisq
group_1323-group_1325-group_1280	5.16E-02	4.17E-01	5.78E-01	-1.89E-01	3.40E-01	4.50E-02	bad-chisq
group_444-group_1325-group_1280	1.29E-02	3.99E-01	7.54E-01	-9.03E-02	2.88E-01	2.54E-02	bad-chisq
group_1280-group_1325-group_1317	1.29E-02	4.17E-01	6.69E-01	-1.06E-01	2.46E-01	3.46E-02	bad-chisq
group_1625-group_1326-group_1912	1.29E-02	1.25E-02	1.10E-01	5.33E-01	3.32E-01	1.29E-01	bad-chisq
group_1965-group_1326-group_1280	7.74E-02	4.60E-01	2.38E-01	2.07E-01	1.75E-01	9.54E-02	
group_1304-group_1326-group_1346	5.16E-02	3.46E-07	3.09E-01	2.72E-01	2.67E-01	8.22E-02	bad-chisq
group_544-group_1327-group_1353	2.58E-02	9.82E-01	2.47E-01	-3.68E-01	3.17E-01	9.35E-02	bad-chisq
group_1718-group_1327-group_388	1.10E-01	9.20E-01	6.44E-01	4.56E-02	9.85E-02	3.74E-02	
group_1937-group_1328-group_1237	1.29E-02	1.25E-02	1.85E-01	4.16E-01	3.12E-01	1.07E-01	bad-chisq
group_1429-group_1328-group_1324	1.29E-02	3.99E-01	1.09E-01	4.62E-01	2.87E-01	1.29E-01	bad-chisq
group_1324-group_1328-group_1111	3.87E-02	1.55E-01	2.38E-02	-4.50E-01	1.97E-01	1.82E-01	bad-chisq
group_1450-group_1329-group_2042	3.23E-02	1.95E-01	1.80E-02	-6.65E-01	2.78E-01	1.90E-01	bad-chisq
group_1023-group_1329-group_1284	4.52E-02	5.20E-01	1.72E-01	-3.47E-01	2.53E-01	1.10E-01	bad-chisq
group_1024-group_1329-group_1284	3.87E-02	1.44E-02	5.27E-01	1.42E-01	2.24E-01	5.12E-02	bad-chisq
group_50-group_1330-group_1443	5.03E-01	3.27E-05	5.47E-01	-5.93E-02	9.83E-02	4.87E-02	
group_1443-group_1330-group_1332	5.81E-02	1.52E-01	4.61E-01	1.26E-01	1.70E-01	5.97E-02	bad-chisq
group_76-group_1332-group_956	7.10E-02	3.43E-01	5.32E-01	7.48E-02	1.19E-01	5.06E-02	
group_1852-group_1332-group_50	5.10E-01	2.18E-05	4.81E-01	-7.11E-02	1.01E-01	5.70E-02	
group_1852-group_1332-group_1330	8.39E-02	5.84E-01	1.86E-01	-2.37E-01	1.78E-01	1.07E-01	
group_726-group_1333-group_1305	3.87E-02	1.44E-02	8.34E-01	-3.91E-02	1.86E-01	1.69E-02	bad-chisq
group_952-group_1333-group_1268	4.97E-01	4.86E-05	6.72E-01	-3.99E-02	9.39E-02	3.43E-02	
group_2130-group_1335-group_2037	3.23E-02	4.13E-01	7.80E-01	-8.90E-02	3.18E-01	2.26E-02	bad-chisq
group_2037-group_1335-group_775	1.29E-02	3.99E-01	8.79E-01	5.09E-02	3.34E-01	1.23E-02	bad-chisq
group_1919-group_1335-group_1987	5.68E-01	1.29E-05	7.43E-01	5.14E-02	1.57E-01	2.65E-02	
group_2081-group_1336-group_1959	8.39E-02	9.00E-01	9.95E-02	3.12E-01	1.88E-01	1.33E-01	
group_380-group_1337-group_1491	1.29E-02	1.25E-02	5.92E-04	8.78E-01	2.50E-01	2.73E-01	bad-chisq
group_1121-group_1339-group_1228	1.29E-02	4.17E-01	2.67E-02	-7.50E-01	3.35E-01	1.78E-01	bad-chisq
group_1822-group_1339-group_402	5.48E-01	2.59E-08	3.09E-03	-2.79E-01	9.28E-02	2.36E-01	
group_2136-group_1340-group_1287	2.58E-02	2.48E-01	2.59E-02	-4.18E-01	1.86E-01	1.79E-01	bad-chisq
group_59-group_1340-group_2026	6.45E-02	2.70E-01	2.74E-01	-2.41E-01	2.20E-01	8.84E-02	bad-chisq
group_2026-group_1340-group_1438	2.58E-02	9.82E-01	5.64E-01	-1.57E-01	2.71E-01	4.67E-02	bad-chisq
group_1438-group_1340-group_1272	3.55E-01	3.49E-03	5.82E-01	-4.68E-02	8.48E-02	4.46E-02	
group_2134-group_1342-group_1263	1.94E-02	7.20E-01	9.33E-01	2.65E-02	3.17E-01	6.77E-03	bad-chisq
group_954-group_1342-group_1263	2.39E-01	6.39E-01	1.74E-01	-1.14E-01	8.36E-02	1.10E-01	
group_1601-group_1343-group_2208	5.10E-01	5.95E-07	1.14E-02	-2.56E-01	1.00E-01	2.03E-01	
group_1601-group_1343-group_1409	1.94E-02	3.19E-01	1.95E-01	-4.15E-01	3.19E-01	1.05E-01	bad-chisq
group_1981-group_1344-group_1349	3.23E-02	4.13E-01	4.23E-01	1.94E-01	2.42E-01	6.48E-02	bad-chisq
group_830-group_1344-group_1016	5.81E-02	1.30E-04	5.39E-01	-1.21E-01	1.96E-01	4.98E-02	
group_830-group_1344-group_465	1.29E-02	4.17E-01	3.54E-01	-3.80E-01	4.08E-01	7.50E-02	bad-chisq
group_830-group_1344-group_1191	2.58E-02	9.82E-01	5.00E-01	-1.66E-01	2.46E-01	5.46E-02	bad-chisq
group_1954-group_1344-group_1349	5.16E-01	2.45E-06	7.59E-02	-1.86E-01	1.04E-01	1.43E-01	
group_1064-lexA-group_926	6.45E-02	2.70E-01	2.74E-01	-2.41E-01	2.20E-01	8.84E-02	bad-chisq
group_324-lexA-group_2031	3.87E-02	1.17E-05	5.32E-01	1.37E-01	2.19E-01	5.05E-02	bad-chisq
group_324-lexA-group_61	2.58E-02	2.30E-01	3.72E-01	2.03E-01	2.27E-01	7.22E-02	bad-chisq
group_324-lexA-group_1987	5.48E-01	4.77E-05	5.48E-01	7.62E-02	1.27E-01	4.86E-02	
group_61-lexA-group_839	9.03E-02	9.44E-02	7.06E-01	-9.10E-02	2.41E-01	3.05E-02	
group_2184-group_1346-group_1354	1.29E-02	1.25E-02	1.10E-01	5.33E-01	3.32E-01	1.29E-01	bad-chisq
group_1326-group_1346-group_1354	5.81E-02	5.83E-08	1.29E-01	5.35E-01	3.51E-01	1.22E-01	bad-chisq
group_272-group_1348-group_648	1.29E-02	3.99E-01	1.09E-01	4.62E-01	2.87E-01	1.29E-01	bad-chisq
group_648-group_1348-mepA	2.58E-02	2.48E-01	5.25E-02	-4.17E-01	2.13E-01	1.56E-01	bad-chisq
mepA-group_1348-group_1196	1.29E-02	4.17E-01	3.54E-01	-3.80E-01	4.08E-01	7.50E-02	bad-chisq
group_1958-group_1349-group_1344	3.23E-02	4.13E-01	4.23E-01	1.94E-01	2.42E-01	6.48E-02	bad-chisq
group_1344-group_1349-group_2097	5.16E-01	2.45E-06	7.59E-02	-1.86E-01	1.04E-01	1.43E-01	
group_1981-group_1350-group_1352	2.58E-02	9.82E-01	2.47E-01	-3.68E-01	3.17E-01	9.35E-02	bad-chisq
group_1191-group_1350-group_1352	3.87E-02	1.55E-01	6.30E-02	-4.69E-01	2.51E-01	1.50E-01	bad-chisq
group_1762-group_1351-group_1889	1.94E-02	3.19E-01	4.44E-01	-2.89E-01	3.76E-01	6.19E-02	bad-chisq
group_1327-group_1353-group_1352	2.58E-02	9.82E-01	2.47E-01	-3.68E-01	3.17E-01	9.35E-02	bad-chisq
group_1352-group_1353-group_2149	3.87E-02	1.55E-01	6.30E-02	-4.69E-01	2.51E-01	1.50E-01	bad-chisq
group_231-group_1353-group_1784	1.94E-02	8.66E-02	4.01E-01	2.36E-01	2.81E-01	6.79E-02	bad-chisq
group_1784-group_1353-group_118	3.23E-02	4.13E-01	7.80E-01	-8.90E-02	3.18E-01	2.26E-02	bad-chisq
group_1221-group_1354-group_1346	1.29E-02	1.25E-02	1.10E-01	5.33E-01	3.32E-01	1.29E-01	bad-chisq
group_1346-group_1354-group_1296	5.81E-02	5.83E-08	1.29E-01	5.35E-01	3.51E-01	1.22E-01	bad-chisq
group_412-group_1357-group_425	8.39E-02	5.81E-02	5.28E-01	2.03E-01	3.21E-01	5.10E-02	
group_412-group_1357-group_1014	7.94E-01	1.29E-09	4.01E-02	-3.71E-01	1.79E-01	1.65E-01	
group_1221-dnaB_2-group_1355	1.29E-02	1.25E-02	1.10E-01	5.33E-01	3.32E-01	1.29E-01	bad-chisq
group_1296-dnaB_2-group_1355	5.81E-02	5.83E-08	1.29E-01	5.35E-01	3.51E-01	1.22E-01	bad-chisq
group_2010-group_1356-group_1355	1.29E-02	1.25E-02	1.10E-01	5.33E-01	3.32E-01	1.29E-01	bad-chisq
group_1355-group_1356-group_947	5.81E-02	5.83E-08	1.29E-01	5.35E-01	3.51E-01	1.22E-01	bad-chisq
holA-comEC_1~~~comEC_2~~~comEC-group_1420	9.74E-01	1.74E-02	6.39E-03	-5.12E-01	1.85E-01	2.18E-01	bad-chisq
holA-comEC_1~~~comEC_2~~~comEC-group_1491	1.29E-02	1.25E-02	5.92E-04	8.78E-01	2.50E-01	2.73E-01	bad-chisq
group_1551-group_1360-group_1122	1.94E-02	7.20E-01	1.42E-01	3.61E-01	2.45E-01	1.18E-01	bad-chisq
group_274-group_1360-group_1317	1.81E-01	8.64E-04	6.31E-02	-1.65E-01	8.83E-02	1.50E-01	bad-chisq
